order_date,member_grade_label,first_category,second_category,transition_buyers,second_orders,quantity,revenue,transition_rate
2024-07-20,FAMILY,라운드티,라운드티,1,1,1,31080,0
2024-07-20,FAMILY,셋업,라운드티,1,1,1,31080,0
2024-07-20,FAMILY,셔츠,라운드티,1,1,1,31080,0
2024-07-21,FAMILY,긴바지,긴바지,1,1,1,69300,0
2024-07-21,FAMILY,라운드티,라운드티,1,1,3,114460,0
2024-07-21,FAMILY,라운드티,UNKNOWN,1,1,1,40030,0
2024-07-22,FAMILY,긴바지,라운드티,1,1,2,129880,0
2024-07-22,FAMILY,긴바지,긴바지,1,1,1,46350,0
2024-07-22,FAMILY,라운드티,라운드티,2,2,5,265720,0
2024-07-22,FAMILY,라운드티,셋업,1,1,1,78650,0
2024-07-22,FAMILY,라운드티,긴바지,1,1,1,51730,0
2024-07-22,FAMILY,라운드티,반바지,1,1,1,29260,0
2024-07-22,FAMILY,라운드티,크로스/토트백,1,1,1,27500,0
2024-07-22,FAMILY,맨투맨/후드티,라운드티,1,1,2,129880,0
2024-07-22,FAMILY,반바지,라운드티,1,1,3,135840,0
2024-07-22,FAMILY,반바지,셋업,1,1,1,78650,0
2024-07-22,FAMILY,셋업,하이킹,1,1,1,125560,0
2024-07-23,FAMILY,긴바지,셋업,1,1,1,73400,0
2024-07-23,FAMILY,라운드티,셋업,1,1,1,73400,0
2024-07-23,FAMILY,라운드티,라운드티,1,1,1,38350,0
2024-07-23,FAMILY,자켓/ 베스트,햇,1,1,1,29000,0
2024-07-23,FAMILY,햇,긴바지,1,1,1,66000,0
2024-07-23,FAMILY,햇,라운드티,1,1,1,44960,0
2024-07-24,FAMILY,스니커즈,라운드티,1,1,1,86520,0
2024-07-24,FAMILY,트레일러닝,긴바지,1,1,1,69300,0
2024-07-24,GOLD,라운드티,라운드티,1,1,2,88780,0
2024-07-25,FAMILY,긴바지,셋업,1,1,1,79840,0
2024-07-25,FAMILY,긴바지,긴바지,1,1,1,59430,0
2024-07-25,FAMILY,라운드티,셋업,1,1,1,47600,0
2024-07-25,FAMILY,라운드티,라운드티,1,1,1,33810,0
2024-07-25,FAMILY,셋업,셋업,1,1,2,110600,0
2024-07-26,FAMILY,UNKNOWN,셔츠,1,1,1,69320,0
2024-07-26,FAMILY,긴바지,긴바지,1,1,1,67300,0
2024-07-26,FAMILY,긴바지,UNKNOWN,1,1,1,59000,0
2024-07-26,FAMILY,라운드티,UNKNOWN,1,1,1,59000,0
2024-07-26,FAMILY,라운드티,라운드티,1,1,1,30770,0
2024-07-26,FAMILY,반바지,반바지,1,1,1,37440,0
2024-07-26,FAMILY,상의,라운드티,1,1,1,83700,0
2024-07-27,FAMILY,긴바지,UNKNOWN,1,1,1,55200,0
2024-07-27,FAMILY,라운드티,반바지,1,1,1,62090,0
2024-07-27,FAMILY,라운드티,라운드티,1,1,1,46370,0
2024-07-27,FAMILY,하이킹,셋업,1,1,1,55300,0
2024-07-28,FAMILY,라운드티,라운드티,1,1,1,69000,0
2024-07-29,FAMILY,가방,가방,2,2,2,140070,0
2024-07-29,FAMILY,라운드티,긴바지,1,1,1,64480,0
2024-07-29,FAMILY,자켓/ 베스트,라운드티,1,1,1,29700,0
2024-07-30,FAMILY,긴바지,맨투맨/후드티,1,1,1,53780,0
2024-07-30,FAMILY,라운드티,긴바지,1,1,1,48520,0
2024-07-30,FAMILY,라운드티,라운드티,1,1,1,43900,0
2024-07-30,FAMILY,반바지,긴바지,1,1,1,48520,0
2024-07-30,FAMILY,방수자켓,볼캡,1,1,1,15780,0
2024-07-30,FAMILY,자켓/ 베스트,긴바지,1,1,1,69300,0
2024-07-30,FAMILY,자켓/ 베스트,반바지,1,1,1,39200,0
2024-07-30,SILVER,바람막이,자켓/ 베스트,1,1,1,97000,0
2024-07-30,SILVER,셋업,자켓/ 베스트,1,1,1,97000,0
2024-07-31,FAMILY,가방,가방,1,1,5,415000,0
2024-07-31,FAMILY,라운드티,라운드티,1,1,1,47200,0
2024-07-31,FAMILY,햇,볼캡,1,1,1,28490,0
2024-07-31,FAMILY,햇,크로스/토트백,1,1,1,27010,0
2024-08-01,FAMILY,라운드티,라운드티,1,1,1,37200,0
2024-08-01,FAMILY,반바지,라운드티,1,1,1,47160,0
2024-08-01,SILVER,맨투맨/후드티,맨투맨/후드티,1,1,1,56070,0
2024-08-02,FAMILY,UNKNOWN,긴바지,1,1,1,54500,0
2024-08-02,FAMILY,UNKNOWN,셋업,1,1,1,39500,0
2024-08-02,FAMILY,가방,자켓/ 베스트,1,1,1,99790,0
2024-08-02,FAMILY,라운드티,라운드티,2,2,4,181090,0
2024-08-02,FAMILY,맨투맨/후드티,맨투맨/후드티,1,1,1,62300,0
2024-08-02,FAMILY,반바지,라운드티,1,1,1,38390,0
2024-08-02,FAMILY,셋업,라운드티,1,1,1,34960,0
2024-08-03,FAMILY,긴바지,라운드티,1,1,1,26420,0
2024-08-03,FAMILY,반바지,셋업,1,1,1,76710,0
2024-08-03,FAMILY,반바지,라운드티,1,1,1,53460,0
2024-08-03,FAMILY,하이킹,라운드티,1,1,1,26420,0
2024-08-05,FAMILY,라운드티,라운드티,2,2,4,180520,0
2024-08-05,SILVER,라운드티,셋업,1,1,1,68200,0
2024-08-05,SILVER,라운드티,라운드티,1,1,1,40640,0
2024-08-05,SILVER,자켓/ 베스트,셋업,1,1,1,68200,0
2024-08-05,SILVER,자켓/ 베스트,라운드티,1,1,1,40640,0
2024-08-06,FAMILY,반바지,라운드티,1,1,1,37470,0
2024-08-06,FAMILY,셔츠,라운드티,1,1,1,37470,0
2024-08-07,FAMILY,라운드티,라운드티,1,1,1,84640,0
2024-08-07,FAMILY,라운드티,반바지,1,1,1,45200,0
2024-08-08,FAMILY,긴바지,긴바지,1,1,1,44500,0
2024-08-08,FAMILY,긴바지,반바지,1,1,1,39500,0
2024-08-08,FAMILY,라운드티,반바지,2,2,2,78700,0
2024-08-08,FAMILY,라운드티,긴바지,1,1,1,44500,0
2024-08-08,SILVER,긴바지,긴바지,1,1,1,60910,0
2024-08-08,SILVER,긴바지,라운드티,1,1,1,34450,0
2024-08-08,SILVER,반바지,긴바지,1,1,1,60910,0
2024-08-08,SILVER,반바지,라운드티,1,1,1,34450,0
2024-08-09,FAMILY,긴바지,반바지,1,1,1,39200,0
2024-08-09,FAMILY,긴바지,라운드티,1,1,1,39200,0
2024-08-09,FAMILY,라운드티,자켓/ 베스트,1,1,1,108180,0
2024-08-09,FAMILY,라운드티,라운드티,1,1,1,66000,0
2024-08-10,FAMILY,긴바지,바람막이,1,1,1,98320,0
2024-08-10,FAMILY,라운드티,바람막이,1,1,1,98320,0
2024-08-10,FAMILY,셋업,긴바지,1,1,1,119000,0
2024-08-10,FAMILY,하이킹,라운드티,1,1,1,36200,0
2024-08-11,FAMILY,상의,가방,1,1,1,86700,0
2024-08-12,FAMILY,긴바지,라운드티,1,1,1,42380,0
2024-08-12,FAMILY,라운드티,라운드티,1,1,1,57990,0
2024-08-13,FAMILY,가방,가방,1,1,2,166000,0
2024-08-13,FAMILY,라운드티,UNKNOWN,1,1,1,69000,0
2024-08-13,FAMILY,바람막이,반바지,1,1,1,24470,0
2024-08-13,FAMILY,셋업,긴바지,1,1,1,119000,0
2024-08-13,FAMILY,셋업,폴로/집업티,1,1,1,62300,0
2024-08-14,FAMILY,긴바지,UNKNOWN,1,1,1,52910,0
2024-08-14,FAMILY,긴바지,라운드티,1,1,1,37570,0
2024-08-14,FAMILY,라운드티,UNKNOWN,1,1,1,52910,0
2024-08-14,FAMILY,라운드티,라운드티,1,1,1,37570,0
2024-08-15,FAMILY,긴바지,긴바지,1,1,1,54540,0
2024-08-15,FAMILY,라운드티,셋업,1,1,1,100330,0
2024-08-15,FAMILY,라운드티,긴바지,1,1,1,54540,0
2024-08-16,FAMILY,상의,상의,1,1,1,54370,0
2024-08-16,FAMILY,햇,상의,1,1,1,54370,0
2024-08-17,FAMILY,UNKNOWN,라운드티,1,1,1,31350,0
2024-08-17,FAMILY,라운드티,셋업,1,1,1,87300,0
2024-08-17,FAMILY,라운드티,라운드티,1,1,1,48300,0
2024-08-18,FAMILY,긴바지,라운드티,1,1,1,43990,0
2024-08-18,FAMILY,셋업,자켓/ 베스트,1,1,1,196000,0
2024-08-19,FAMILY,긴바지,라운드티,1,1,1,48300,0
2024-08-19,FAMILY,셋업,긴바지,1,1,1,57210,0
2024-08-19,FAMILY,자켓/ 베스트,라운드티,1,1,1,48300,0
2024-08-19,FAMILY,하이킹,하이킹,1,1,1,83000,0
2024-08-20,SILVER,등산화,반바지,1,1,1,48820,0
2024-08-20,SILVER,바람막이,반바지,1,1,1,48820,0
2024-08-21,FAMILY,상의,상의,1,1,1,64040,0
2024-08-22,FAMILY,긴바지,라운드티,1,1,1,37010,0
2024-08-22,FAMILY,라운드티,등산화,1,1,1,169000,0
2024-08-22,FAMILY,라운드티,반바지,1,1,1,55300,0
2024-08-22,FAMILY,셋업,반바지,1,1,1,33000,0
2024-08-22,SILVER,긴바지,긴바지,1,1,1,62200,0
2024-08-22,SILVER,긴바지,라운드티,1,1,1,43350,0
2024-08-22,SILVER,라운드티,긴바지,1,1,1,62200,0
2024-08-22,SILVER,라운드티,라운드티,1,1,1,43350,0
2024-08-23,FAMILY,등산화,등산화,1,1,1,169000,0
2024-08-23,FAMILY,라운드티,등산화,1,1,1,169000,0
2024-08-23,FAMILY,반바지,긴바지,1,1,1,114740,0
2024-08-24,FAMILY,셋업,셋업,1,1,1,134210,0
2024-08-24,FAMILY,셋업,바람막이,1,1,1,117430,0
2024-08-25,FAMILY,라운드티,긴바지,1,1,1,98950,0
2024-08-25,FAMILY,라운드티,라운드티,2,2,2,76420,0
2024-08-27,FAMILY,긴바지,하이킹,1,1,1,128590,0
2024-08-27,FAMILY,긴바지,라운드티,1,1,1,36790,0
2024-08-27,FAMILY,반바지,라운드티,1,1,1,51010,0
2024-08-27,FAMILY,자켓/ 베스트,하이킹,1,1,1,128590,0
2024-08-27,FAMILY,자켓/ 베스트,라운드티,1,1,1,36790,0
2024-08-28,FAMILY,라운드티,라운드티,1,1,2,94400,0
2024-08-29,FAMILY,긴바지,긴바지,1,1,1,58730,0
2024-08-29,FAMILY,라운드티,긴바지,1,1,1,90300,0
2024-08-29,FAMILY,바람막이,긴바지,1,1,1,90300,0
2024-08-29,FAMILY,셋업,가방,1,1,1,75340,0
2024-08-30,FAMILY,가방,라운드티,1,1,1,23880,0
2024-08-30,FAMILY,긴바지,자켓/ 베스트,1,1,1,195030,0
2024-08-30,FAMILY,라운드티,자켓/ 베스트,1,1,1,195030,0
2024-08-30,FAMILY,라운드티,라운드티,1,1,1,23880,0
2024-08-30,FAMILY,반바지,바람막이,1,1,1,86280,0
2024-08-31,FAMILY,긴바지,반바지,1,1,2,87940,0
2024-08-31,FAMILY,긴바지,라운드티,1,1,2,81060,0
2024-08-31,FAMILY,라운드티,라운드티,2,2,3,106810,0
2024-08-31,FAMILY,라운드티,반바지,1,1,2,87940,0
2024-08-31,FAMILY,셋업,자켓/ 베스트,1,1,1,107460,0
2024-09-01,FAMILY,UNKNOWN,등산화,1,1,1,95970,0
2024-09-01,FAMILY,라운드티,라운드티,1,1,1,42670,0
2024-09-01,FAMILY,상의,셋업,1,1,3,213220,0
2024-09-01,FAMILY,상의,라운드티,1,1,3,112620,0
2024-09-01,FAMILY,상의,셔츠,1,1,1,68190,0
2024-09-01,FAMILY,상의,긴바지,1,1,1,59670,0
2024-09-01,FAMILY,셋업,셋업,1,1,3,213220,0
2024-09-01,FAMILY,셋업,라운드티,1,1,3,112620,0
2024-09-01,FAMILY,셋업,셔츠,1,1,1,68190,0
2024-09-01,FAMILY,셋업,긴바지,1,1,1,59670,0
2024-09-02,FAMILY,라운드티,반바지,1,1,1,51020,0
2024-09-03,FAMILY,라운드티,셋업,1,1,1,48770,0
2024-09-03,FAMILY,라운드티,하이킹,1,1,1,48730,0
2024-09-03,FAMILY,반바지,라운드티,1,1,2,57490,0
2024-09-03,FAMILY,반바지,셋업,1,1,1,48770,0
2024-09-03,FAMILY,방수자켓,셋업,1,1,1,57780,0
2024-09-03,FAMILY,상의,하이킹,1,1,1,48730,0
2024-09-03,FAMILY,상의,라운드티,1,1,1,37780,0
2024-09-03,SILVER,가방,자켓/ 베스트,1,1,1,128900,0
2024-09-03,SILVER,라운드티,자켓/ 베스트,1,1,1,128900,0
2024-09-03,SILVER,햇,자켓/ 베스트,1,1,1,128900,0
2024-09-04,FAMILY,긴바지,자켓/ 베스트,1,1,1,88400,0
2024-09-04,FAMILY,라운드티,바람막이,1,1,1,85550,0
2024-09-04,FAMILY,라운드티,라운드티,1,1,1,37510,0
2024-09-04,FAMILY,반바지,반바지,1,1,1,28050,0
2024-09-04,FAMILY,셋업,자켓/ 베스트,1,1,1,78210,0
2024-09-05,FAMILY,라운드티,긴바지,1,1,1,54980,0
2024-09-05,FAMILY,방수자켓,긴바지,1,1,1,66790,0
2024-09-05,FAMILY,셋업,자켓/ 베스트,1,1,1,94740,0
2024-09-05,FAMILY,셋업,긴바지,1,1,1,56230,0
2024-09-06,FAMILY,하이킹,하이킹,1,1,1,80130,0
2024-09-07,FAMILY,UNKNOWN,카고/조거,1,1,1,104700,0
2024-09-07,FAMILY,긴바지,카고/조거,1,1,1,104700,0
2024-09-07,FAMILY,긴바지,긴바지,1,1,1,79000,0
2024-09-07,FAMILY,맨투맨/후드티,긴바지,1,1,1,50730,0
2024-09-08,FAMILY,등산화,긴바지,1,1,1,67220,0
2024-09-08,FAMILY,라운드티,라운드티,1,1,1,34280,0
2024-09-08,FAMILY,반바지,라운드티,1,1,2,82410,0
2024-09-08,FAMILY,자켓/ 베스트,라운드티,1,1,2,82410,0
2024-09-08,FAMILY,자켓/ 베스트,반바지,1,1,1,27410,0
2024-09-08,SILVER,라운드티,긴바지,1,1,1,65530,0
2024-09-09,FAMILY,가방,긴바지,1,1,1,73820,0
2024-09-09,FAMILY,가방,라운드티,1,1,1,39960,0
2024-09-09,FAMILY,라운드티,긴바지,2,2,2,167690,0
2024-09-09,FAMILY,라운드티,라운드티,2,2,2,78720,0
2024-09-10,SILVER,라운드티,방수자켓,1,1,1,80630,0
2024-09-10,SILVER,라운드티,가방,1,1,1,74110,0
2024-09-10,SILVER,라운드티,반바지,1,1,1,35000,0
2024-09-10,SILVER,상의,방수자켓,1,1,1,80630,0
2024-09-10,SILVER,상의,가방,1,1,1,74110,0
2024-09-10,SILVER,상의,반바지,1,1,1,35000,0
2024-09-11,FAMILY,UNKNOWN,긴바지,2,2,2,77910,0
2024-09-11,FAMILY,라운드티,라운드티,1,1,1,17150,0
2024-09-11,FAMILY,자켓/ 베스트,셋업,1,1,1,33510,0
2024-09-11,FAMILY,하이킹,자켓/ 베스트,1,1,1,101320,0
2024-09-11,FAMILY,하이킹,자켓/베스트,1,1,1,52370,0
2024-09-11,FAMILY,하이킹,반바지,1,1,1,39120,0
2024-09-12,FAMILY,UNKNOWN,가방,1,1,1,69490,0
2024-09-12,FAMILY,UNKNOWN,셋업,1,1,1,24150,0
2024-09-12,FAMILY,가방,긴바지,1,1,1,47680,0
2024-09-12,FAMILY,긴바지,긴바지,1,1,1,118200,0
2024-09-12,FAMILY,긴바지,셋업,1,1,1,24150,0
2024-09-12,FAMILY,라운드티,라운드티,3,3,4,146700,0
2024-09-12,FAMILY,라운드티,긴바지,1,1,1,118200,0
2024-09-12,FAMILY,라운드티,셋업,2,2,2,84150,0
2024-09-12,FAMILY,반바지,반바지,1,1,1,19600,0
2024-09-12,FAMILY,셋업,라운드티,1,1,2,97780,0
2024-09-12,FAMILY,셋업,셋업,1,1,1,50670,0
2024-09-12,FAMILY,트레일러닝,긴바지,1,1,1,84300,0
2024-09-12,FAMILY,햇,반바지,1,1,1,29310,0
2024-09-13,FAMILY,긴바지,긴바지,1,1,1,65940,0
2024-09-13,FAMILY,라운드티,긴바지,2,2,2,89850,0
2024-09-13,FAMILY,라운드티,하이킹,1,1,1,85390,0
2024-09-13,FAMILY,라운드티,UNKNOWN,1,1,1,40030,0
2024-09-13,FAMILY,라운드티,라운드티,1,1,1,27420,0
2024-09-13,FAMILY,상의,긴바지,1,1,1,57770,0
2024-09-13,FAMILY,상의,라운드티,1,1,1,28600,0
2024-09-13,FAMILY,셋업,셋업,2,2,2,127050,0
2024-09-14,FAMILY,긴바지,자켓/베스트,1,1,1,82330,0
2024-09-14,FAMILY,라운드티,셋업,1,1,1,49220,0
2024-09-14,FAMILY,반바지,반바지,3,3,3,78230,0
2024-09-14,FAMILY,반바지,액세서리,1,1,1,7220,0
2024-09-14,FAMILY,상의,상의,1,1,1,51000,0
2024-09-14,FAMILY,셋업,라운드티,1,1,1,20650,0
2024-09-14,FAMILY,자켓/ 베스트,긴바지,1,1,1,82000,0
2024-09-14,FAMILY,하이킹,자켓/베스트,1,1,1,82330,0
2024-09-15,FAMILY,UNKNOWN,반바지,1,1,1,40500,0
2024-09-15,FAMILY,UNKNOWN,라운드티,1,1,1,35370,0
2024-09-15,FAMILY,긴바지,라운드티,1,1,1,24150,0
2024-09-15,FAMILY,라운드티,라운드티,2,2,4,113100,0
2024-09-15,FAMILY,라운드티,셋업,1,1,1,75800,0
2024-09-15,FAMILY,트레일러닝,라운드티,1,1,1,19150,0
2024-09-15,SILVER,라운드티,라운드티,1,1,1,55300,0
2024-09-16,FAMILY,UNKNOWN,셋업,1,1,1,53660,0
2024-09-16,FAMILY,긴바지,라운드티,1,1,1,18600,0
2024-09-16,FAMILY,라운드티,라운드티,2,2,2,39250,0
2024-09-16,FAMILY,셋업,맨투맨/후드티,1,1,1,33260,0
2024-09-16,FAMILY,자켓/ 베스트,UNKNOWN,1,1,1,73300,0
2024-09-17,FAMILY,긴바지,장갑,1,1,1,21000,0
2024-09-17,FAMILY,라운드티,반바지,1,1,2,66670,0
2024-09-17,FAMILY,라운드티,라운드티,1,1,1,33330,0
2024-09-17,FAMILY,반바지,반바지,1,1,2,66670,0
2024-09-17,FAMILY,반바지,라운드티,1,1,1,33330,0
2024-09-18,FAMILY,긴바지,셔츠,1,1,2,248080,0
2024-09-18,FAMILY,긴바지,자켓/ 베스트,1,1,1,87180,0
2024-09-18,FAMILY,라운드티,라운드티,2,2,3,74680,0
2024-09-18,FAMILY,맨투맨/후드티,상의,1,1,1,28300,0
2024-09-18,FAMILY,상의,라운드티,1,1,3,115900,0
2024-09-18,FAMILY,셋업,자켓/ 베스트,1,1,1,87180,0
2024-09-18,FAMILY,셋업,셋업,1,1,1,30650,0
2024-09-18,FAMILY,자켓/ 베스트,상의,1,1,1,28300,0
2024-09-19,FAMILY,긴바지,셋업,1,1,1,40290,0
2024-09-19,FAMILY,라운드티,긴바지,1,1,1,34260,0
2024-09-19,FAMILY,자켓/ 베스트,가방,1,1,1,53000,0
2024-09-20,FAMILY,트레일러닝,액세서리,1,1,1,5500,0
2024-09-21,FAMILY,긴바지,셋업,2,2,2,124140,0
2024-09-21,FAMILY,긴바지,긴바지,1,1,1,41440,0
2024-09-21,FAMILY,긴바지,라운드티,1,1,1,39970,0
2024-09-21,FAMILY,라운드티,라운드티,1,1,2,73360,0
2024-09-21,FAMILY,라운드티,상의,1,1,1,41410,0
2024-09-21,FAMILY,반바지,라운드티,1,1,2,73360,0
2024-09-21,FAMILY,셋업,라운드티,1,1,2,73360,0
2024-09-21,SILVER,긴바지,셔츠,1,1,1,110070,0
2024-09-21,SILVER,라운드티,셔츠,1,1,1,110070,0
2024-09-22,FAMILY,가방,가방,1,1,1,61320,0
2024-09-22,FAMILY,긴바지,자켓/ 베스트,1,1,1,80920,0
2024-09-22,FAMILY,긴바지,라운드티,3,3,3,76980,0
2024-09-22,FAMILY,긴바지,긴바지,1,1,1,48920,0
2024-09-22,FAMILY,라운드티,라운드티,8,8,8,241930,0
2024-09-22,FAMILY,라운드티,바람막이,1,1,1,91949,0
2024-09-22,FAMILY,라운드티,폴로티/집업,1,1,1,89650,0
2024-09-22,FAMILY,라운드티,자켓/ 베스트,1,1,1,80920,0
2024-09-22,FAMILY,라운드티,자켓/베스트,1,1,1,73350,0
2024-09-22,FAMILY,라운드티,긴바지,1,1,1,48920,0
2024-09-22,FAMILY,라운드티,셋업,1,1,1,40440,0
2024-09-22,FAMILY,라운드티,맨투맨/후드티,1,1,1,35640,0
2024-09-22,FAMILY,바람막이,크로스/토트백,1,1,1,40330,0
2024-09-22,FAMILY,반바지,자켓/베스트,1,1,1,34080,0
2024-09-22,FAMILY,상의,라운드티,1,1,1,45300,0
2024-09-22,FAMILY,상의,맨투맨/후드티,1,1,1,35570,0
2024-09-22,FAMILY,셋업,긴바지,1,1,1,47930,0
2024-09-22,FAMILY,액세서리,상의,1,1,1,40410,0
2024-09-22,FAMILY,트레일러닝,라운드티,1,1,1,27300,0
2024-09-22,FAMILY,하이킹,방수자켓,1,1,1,70300,0
2024-09-26,FAMILY,라운드티,라운드티,1,1,1,44830,0
2024-09-26,FAMILY,자켓/ 베스트,자켓/ 베스트,1,1,4,212000,0
2024-09-27,FAMILY,긴바지,자켓/ 베스트,1,1,1,64670,0
2024-09-27,FAMILY,라운드티,자켓/ 베스트,1,1,1,64670,0
2024-09-27,FAMILY,반바지,자켓/ 베스트,1,1,1,64670,0
2024-09-27,FAMILY,셋업,등산화,1,1,1,188170,0
2024-09-27,FAMILY,자켓/ 베스트,셋업,1,1,2,132020,0
2024-09-27,FAMILY,자켓/ 베스트,폴로티/집업,1,1,1,94710,0
2024-09-27,FAMILY,자켓/베스트,자켓/베스트,1,1,1,152100,0
2024-09-28,FAMILY,UNKNOWN,폴로티/집업,1,1,1,83000,0
2024-09-28,FAMILY,인터체인지 (3 in 1),하이킹,1,1,1,137000,0
2024-09-30,FAMILY,긴바지,셋업,1,1,1,77000,0
2024-09-30,FAMILY,반바지,긴바지,1,1,1,79000,0
2024-10-01,FAMILY,반바지,셋업,1,1,1,56550,0
2024-10-04,FAMILY,긴바지,셋업,1,1,1,96460,0
2024-10-04,SILVER,폴로티/집업,바람막이,1,1,1,104349,0
2024-10-05,SILVER,자켓/ 베스트,셋업,1,1,1,185960,0
2024-10-05,SILVER,자켓/ 베스트,맨투맨/후드티,1,1,1,97420,0
2024-10-05,SILVER,자켓/ 베스트,폴로티/집업,1,1,1,97420,0
2024-10-05,SILVER,자켓/베스트,셋업,1,1,1,185960,0
2024-10-05,SILVER,자켓/베스트,맨투맨/후드티,1,1,1,97420,0
2024-10-05,SILVER,자켓/베스트,폴로티/집업,1,1,1,97420,0
2024-10-06,FAMILY,라운드티,자켓/ 베스트,1,1,1,107000,0
2024-10-06,FAMILY,라운드티,긴바지,1,1,1,79000,0
2024-10-06,FAMILY,라운드티,라운드티,1,1,1,48300,0
2024-10-06,FAMILY,자켓/ 베스트,자켓/ 베스트,1,1,1,107000,0
2024-10-06,FAMILY,자켓/ 베스트,라운드티,1,1,1,48300,0
2024-10-07,FAMILY,라운드티,자켓/베스트,1,1,1,169000,0
2024-10-07,FAMILY,하이킹,자켓/ 베스트,1,1,1,125300,0
2024-10-07,FAMILY,하이킹,라운드티,1,1,2,96600,0
2024-10-07,FAMILY,하이킹,셋업,1,1,1,69000,0
2024-10-08,FAMILY,긴바지,긴바지,1,1,1,63480,0
2024-10-08,FAMILY,라운드티,크로스/토트백,1,1,1,59000,0
2024-10-08,FAMILY,하이킹,자켓/베스트,1,1,1,55300,0
2024-10-08,FAMILY,하이킹,라운드티,1,1,1,55300,0
2024-10-09,FAMILY,긴바지,긴바지,1,1,1,58550,0
2024-10-09,FAMILY,긴바지,폴로/집업티,1,1,1,48630,0
2024-10-09,FAMILY,라운드티,긴바지,1,1,1,58550,0
2024-10-09,FAMILY,라운드티,폴로/집업티,1,1,1,48630,0
2024-10-10,FAMILY,긴바지,라운드티,1,1,1,54280,0
2024-10-10,FAMILY,등산화,셋업,1,1,1,74190,0
2024-10-10,FAMILY,라운드티,자켓/ 베스트,2,2,2,297860,0
2024-10-10,FAMILY,라운드티,라운드티,2,2,2,103440,0
2024-10-10,FAMILY,바람막이,라운드티,1,1,1,54280,0
2024-10-10,FAMILY,반바지,자켓/ 베스트,1,1,1,176020,0
2024-10-10,FAMILY,셋업,자켓/ 베스트,1,1,1,176020,0
2024-10-11,FAMILY,긴바지,하이킹,1,1,1,137000,0
2024-10-12,FAMILY,UNKNOWN,자켓/ 베스트,1,1,1,121610,0
2024-10-12,FAMILY,UNKNOWN,셋업,1,1,1,94440,0
2024-10-12,FAMILY,긴바지,바람막이,1,1,1,101399,0
2024-10-12,FAMILY,자켓/ 베스트,라운드티,1,1,1,49770,0
2024-10-12,FAMILY,장갑,자켓/ 베스트,1,1,1,121610,0
2024-10-12,FAMILY,장갑,셋업,1,1,1,94440,0
2024-10-12,GOLD,라운드티,라운드티,1,1,1,47430,0
2024-10-13,FAMILY,긴바지,긴바지,2,2,3,291150,0
2024-10-13,FAMILY,긴바지,셋업,1,1,2,171540,0
2024-10-13,FAMILY,긴바지,자켓/ 베스트,1,1,1,52160,0
2024-10-15,FAMILY,라운드티,UNKNOWN,1,1,1,100000,0
2024-10-15,FAMILY,라운드티,라운드티,1,1,1,48300,0
2024-10-15,FAMILY,자켓/ 베스트,UNKNOWN,1,1,1,100000,0
2024-10-15,SILVER,라운드티,자켓/베스트,1,1,1,104810,0
2024-10-15,SILVER,반바지,자켓/베스트,1,1,1,104810,0
2024-10-16,FAMILY,긴바지,셋업,1,1,1,63050,0
2024-10-16,FAMILY,라운드티,셋업,1,1,1,64250,0
2024-10-16,FAMILY,셋업,자켓/베스트,1,1,1,42380,0
2024-10-16,FAMILY,셔츠,라운드티,1,1,1,32520,0
2024-10-16,FAMILY,자켓/ 베스트,긴바지,1,1,1,93870,0
2024-10-16,FAMILY,자켓/ 베스트,라운드티,1,1,1,40770,0
2024-10-17,FAMILY,긴바지,라운드티,1,1,1,43980,0
2024-10-18,FAMILY,바람막이,라운드티,1,1,1,35570,0
2024-10-18,FAMILY,셋업,라운드티,1,1,1,48300,0
2024-10-20,FAMILY,상의,폴로티/집업,1,1,1,87740,0
2024-10-20,FAMILY,상의,자켓/ 베스트,1,1,1,56200,0
2024-10-20,SILVER,자켓/ 베스트,자켓/ 베스트,1,1,1,45700,0
2024-10-22,FAMILY,라운드티,패딩/슬림다운,1,1,1,116270,0
2024-10-22,FAMILY,라운드티,자켓/ 베스트,1,1,1,104090,0
2024-10-22,FAMILY,라운드티,셋업,1,1,1,74910,0
2024-10-22,FAMILY,셋업,라운드티,1,1,1,46980,0
2024-10-23,FAMILY,반바지,바람막이,1,1,1,136300,0
2024-10-23,FAMILY,패딩/슬림다운,패딩/슬림다운,1,1,1,142980,0
2024-10-24,FAMILY,라운드티,자켓/베스트,1,1,1,109000,0
2024-10-24,FAMILY,라운드티,라운드티,1,1,1,48300,0
2024-10-24,FAMILY,셋업,가방,1,1,1,70010,0
2024-10-26,SILVER,하이킹,가방,1,1,1,73000,0
2024-10-28,FAMILY,UNKNOWN,셋업,1,1,2,101030,0
2024-10-28,FAMILY,UNKNOWN,액세서리,1,1,1,18920,0
2024-10-29,FAMILY,긴바지,UNKNOWN,1,1,1,179000,0
2024-10-29,FAMILY,라운드티,자켓/ 베스트,1,1,1,44030,0
2024-10-29,FAMILY,폴로티/집업,UNKNOWN,1,1,1,179000,0
2024-10-30,SILVER,바람막이,자켓/ 베스트,1,1,1,149500,0
2024-10-30,SILVER,셋업,자켓/ 베스트,1,1,1,149500,0
2024-10-31,FAMILY,등산화,등산화,1,1,1,149010,0
2024-10-31,FAMILY,라운드티,자켓/베스트,2,2,3,253300,0
2024-10-31,FAMILY,라운드티,셔츠,1,1,2,139000,0
2024-10-31,FAMILY,라운드티,패딩/슬림다운,1,1,1,69500,0
